x-axis,1
second,Volt
+518.7200E-03,+232.2426E-03
+519.4000E-03,+232.9262E-03
+520.0800E-03,+233.2077E-03
+520.7600E-03,+233.9499E-03
+521.4400E-03,+235.2596E-03
+522.1200E-03,+234.7679E-03
+522.8000E-03,+235.3493E-03
+523.4800E-03,+234.6553E-03
+524.1600E-03,+233.9097E-03
+524.8400E-03,+233.9499E-03
+525.5200E-03,+234.4186E-03
+526.2000E-03,+234.4474E-03
+526.8800E-03,+235.5595E-03
+527.5600E-03,+235.5756E-03
+528.2400E-03,+235.4308E-03
+528.9200E-03,+234.4612E-03
+529.6000E-03,+233.4536E-03
+530.2800E-03,+233.5868E-03
+530.9600E-03,+234.0384E-03
+531.6400E-03,+235.4722E-03
+532.3200E-03,+237.0324E-03
+533.0000E-03,+237.4494E-03
+533.6800E-03,+236.8049E-03
+534.3600E-03,+235.3412E-03
+535.0400E-03,+233.8844E-03
+535.7200E-03,+234.1797E-03
+536.4000E-03,+234.5220E-03
+537.0800E-03,+235.1815E-03
+537.7600E-03,+236.5188E-03
+538.4400E-03,+236.4396E-03
+539.1200E-03,+236.7371E-03
+539.8000E-03,+236.4947E-03
+540.4800E-03,+235.6055E-03
+541.1600E-03,+234.8667E-03
+541.8400E-03,+235.4055E-03
+542.5200E-03,+235.4504E-03
+543.2000E-03,+236.8612E-03
+543.8800E-03,+237.3288E-03
+544.5600E-03,+236.9933E-03
+545.2400E-03,+236.6889E-03
+545.9200E-03,+235.4664E-03
+546.6000E-03,+234.3623E-03
+547.2800E-03,+234.9678E-03
+547.9600E-03,+236.6647E-03
+548.6400E-03,+238.0698E-03
+549.3200E-03,+239.0567E-03
+550.0000E-03,+238.7845E-03
+550.6800E-03,+237.8872E-03
+551.3600E-03,+236.3476E-03
+552.0400E-03,+235.7973E-03
+552.7200E-03,+235.8387E-03
+553.4000E-03,+236.3741E-03
+554.0800E-03,+237.8033E-03
+554.7600E-03,+238.6167E-03
+555.4400E-03,+238.4570E-03
+556.1200E-03,+238.4628E-03
+556.8000E-03,+237.5758E-03
+557.4800E-03,+236.5947E-03
+558.1600E-03,+236.6992E-03
+558.8400E-03,+236.7417E-03
+559.5200E-03,+238.1698E-03
+560.2000E-03,+239.3129E-03
+560.8800E-03,+239.2831E-03
+561.5600E-03,+238.9005E-03
+562.2400E-03,+237.6700E-03
+562.9200E-03,+236.7141E-03
+563.6000E-03,+236.5303E-03
+564.2800E-03,+237.2633E-03
+564.9600E-03,+238.8051E-03
+565.6400E-03,+240.8226E-03
+566.3200E-03,+240.8054E-03
+567.0000E-03,+240.3366E-03
+567.6800E-03,+239.1923E-03
+568.3600E-03,+237.5333E-03
+569.0400E-03,+237.4678E-03
+569.7200E-03,+238.0342E-03
+570.4000E-03,+238.6592E-03
+571.0800E-03,+240.6514E-03
+571.7600E-03,+240.8134E-03
+572.4400E-03,+240.3113E-03
+573.1200E-03,+240.2953E-03
+573.8000E-03,+238.5593E-03
+574.4800E-03,+238.4088E-03
+575.1600E-03,+238.6983E-03
+575.8400E-03,+239.0556E-03
+576.5200E-03,+240.9386E-03
+577.2000E-03,+241.8267E-03
+577.8800E-03,+241.1615E-03
+578.5600E-03,+240.6261E-03
+579.2400E-03,+239.3084E-03
+579.9200E-03,+238.2709E-03
+580.6000E-03,+239.3279E-03
+581.2800E-03,+240.1045E-03
+581.9600E-03,+241.9359E-03
+582.6400E-03,+243.4949E-03
+583.3200E-03,+243.0423E-03
+584.0000E-03,+242.1829E-03
+584.6800E-03,+240.6640E-03
+585.3600E-03,+239.1487E-03
+586.0400E-03,+240.0609E-03
+586.7200E-03,+240.5859E-03
+587.4000E-03,+241.6900E-03
+588.0800E-03,+243.8281E-03
+588.7600E-03,+242.9193E-03
+589.4400E-03,+243.0067E-03
+590.1200E-03,+241.7027E-03
+590.8000E-03,+240.3125E-03
+591.4800E-03,+240.3837E-03
+592.1600E-03,+241.3178E-03
+592.8400E-03,+242.1473E-03
+593.5200E-03,+243.4593E-03
+594.2000E-03,+243.7592E-03
+594.8800E-03,+242.8849E-03
+595.5600E-03,+241.9554E-03
+596.2400E-03,+240.5744E-03
+596.9200E-03,+240.2481E-03
+597.6000E-03,+241.0386E-03
+598.2800E-03,+242.8998E-03
+598.9600E-03,+244.8380E-03
+599.6400E-03,+245.2079E-03
+600.3200E-03,+244.6197E-03
+601.0000E-03,+243.0446E-03
+601.6800E-03,+241.5441E-03
+602.3600E-03,+240.8709E-03
+603.0400E-03,+241.7302E-03
+603.7200E-03,+242.5770E-03
+604.4000E-03,+244.8702E-03
+605.0800E-03,+244.9942E-03
+605.7600E-03,+244.9379E-03
+606.4400E-03,+244.0728E-03
+607.1200E-03,+242.4230E-03
+607.8000E-03,+242.3667E-03
+608.4800E-03,+241.9554E-03
+609.1600E-03,+242.8849E-03
+609.8400E-03,+245.2769E-03
+610.5200E-03,+245.6939E-03
+611.2000E-03,+245.2654E-03
+611.8800E-03,+244.5646E-03
+612.5600E-03,+242.2461E-03
+613.2400E-03,+241.7934E-03
+613.9200E-03,+242.2794E-03
+614.6000E-03,+242.9136E-03
+615.2800E-03,+245.6330E-03
+615.9600E-03,+246.9956E-03
+616.6400E-03,+246.4281E-03
+617.3200E-03,+245.6261E-03
+618.0000E-03,+243.8637E-03
+618.6800E-03,+242.3414E-03
+619.3600E-03,+243.1032E-03
+620.0400E-03,+243.2881E-03
+620.7200E-03,+245.2918E-03
+621.4000E-03,+247.3633E-03
+622.0800E-03,+246.6533E-03
+622.7600E-03,+246.6349E-03
+623.4400E-03,+244.5243E-03
+624.1200E-03,+243.1296E-03
+624.8000E-03,+243.5248E-03
+625.4800E-03,+243.9258E-03
+626.1600E-03,+245.4802E-03
+626.8400E-03,+247.9239E-03
+627.5200E-03,+247.2208E-03
+628.2000E-03,+246.7796E-03
+628.8800E-03,+245.5963E-03
+629.5600E-03,+243.4214E-03
+630.2400E-03,+243.6512E-03
+630.9200E-03,+244.3198E-03
+631.6000E-03,+245.9134E-03
+632.2800E-03,+248.2249E-03
+632.9600E-03,+248.7971E-03
+633.6400E-03,+247.7344E-03
+634.3200E-03,+246.7923E-03
+635.0000E-03,+244.9035E-03
+635.6800E-03,+243.9522E-03
+636.3600E-03,+245.0345E-03
+637.0400E-03,+245.6790E-03
+637.7200E-03,+248.6248E-03
+638.4000E-03,+248.9005E-03
+639.0800E-03,+248.1204E-03
+639.7600E-03,+247.5988E-03
+640.4400E-03,+245.8789E-03
