Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 18:41:16

Sample Number,Time (s),2 (VOLT),
1,-0.005,-0.143842056393623,
2,-0.004994885,-1.48275418579578,
3,-0.00498977,-1.81748221814632,
4,-0.004984655,-1.65011820197105,
5,-0.00497954,-2.15221025049686,
6,-0.004974425,-1.81748221814632,
7,-0.00496931,-1.81748221814632,
8,-0.004964195,-1.81748221814632,
9,-0.00495908,-1.81748221814632,
10,-0.004953965,-1.98484623432159,
11,-0.00494885,-1.81748221814632,
12,-0.004943735,-1.81748221814632,
13,-0.00493862,-1.65011820197105,
14,-0.004933505,-1.81748221814632,
15,-0.00492839,-1.81748221814632,
16,-0.004923275,-1.48275418579578,
17,-0.00491816,-1.65011820197105,
18,-0.004913045,-1.65011820197105,
19,-0.00490793,-1.65011820197105,
20,-0.004902815,-1.81748221814632,
21,-0.0048977,-2.15221025049686,
22,-0.004892585,-1.98484623432159,
23,-0.00488747,-1.81748221814632,
24,-0.004882355,-2.15221025049686,
25,-0.00487724,-1.98484623432159,
26,-0.004872125,-1.81748221814632,
27,-0.00486701,-1.65011820197105,
28,-0.004861895,-1.65011820197105,
29,-0.00485678,-1.81748221814632,
30,-0.004851665,-2.15221025049686,
31,-0.00484655,-1.81748221814632,
32,-0.004841435,-1.81748221814632,
33,-0.00483632,-2.31957426667213,
34,-0.004831205,-1.65011820197105,
35,-0.00482609,-2.15221025049686,
36,-0.004820975,-1.81748221814632,
37,-0.00481586,-1.98484623432159,
38,-0.004810745,-1.65011820197105,
39,-0.00480563,-1.48275418579578,
40,-0.004800515,-1.98484623432159,
41,-0.0047954,1.69716212153435,
42,-0.004790285,1.36243408918381,
43,-0.00478517,1.69716212153435,
44,-0.004780055,1.86452613770962,
45,-0.00477494,1.69716212153435,
46,-0.004769825,1.86452613770962,
47,-0.00476471,1.52979810535908,
48,-0.004759595,1.52979810535908,
49,-0.00475448,1.36243408918381,
50,-0.004749365,1.69716212153435,
51,-0.00474425,1.52979810535908,
52,-0.004739135,1.69716212153435,
53,-0.00473402,1.69716212153435,
54,-0.004728905,1.69716212153435,
55,-0.00472379,1.52979810535908,
56,-0.004718675,1.86452613770962,
57,-0.00471356,1.69716212153435,
58,-0.004708445,1.86452613770962,
59,-0.00470333,1.52979810535908,
60,-0.004698215,-1.98484623432159,
61,-0.0046931,-1.65011820197105,
62,-0.004687985,-2.4869382828474,
63,-0.00468287,-1.81748221814632,
64,-0.004677755,-1.65011820197105,
65,-0.00467264,-1.81748221814632,
66,-0.004667525,-1.65011820197105,
67,-0.00466241,-0.980662137269974,
68,-0.004657295,-1.48275418579578,
69,-0.00465218,-1.98484623432159,
70,-0.004647065,-1.48275418579578,
71,-0.00464195,-1.81748221814632,
72,-0.004636835,-1.98484623432159,
73,-0.00463172,-2.15221025049686,
74,-0.004626605,-1.65011820197105,
75,-0.00462149,-1.98484623432159,
76,-0.004616375,-1.31539016962051,
77,-0.00461126,-1.65011820197105,
78,-0.004606145,-1.81748221814632,
79,-0.00460103,-1.31539016962051,
80,-0.004595915,1.52979810535908,
81,-0.0045908,1.52979810535908,
82,-0.004585685,1.86452613770962,
83,-0.00458057,1.52979810535908,
84,-0.004575455,1.52979810535908,
85,-0.00457034,1.86452613770962,
86,-0.004565225,1.52979810535908,
87,-0.00456011,1.52979810535908,
88,-0.004554995,1.86452613770962,
89,-0.00454988,1.36243408918381,
90,-0.004544765,1.52979810535908,
91,-0.00453965,1.36243408918381,
92,-0.004534535,1.69716212153435,
93,-0.00452942,1.36243408918381,
94,-0.004524305,1.52979810535908,
95,-0.00451919,1.69716212153435,
96,-0.004514075,1.86452613770962,
97,-0.00450896,1.52979810535908,
98,-0.004503845,1.86452613770962,
99,-0.00449873,1.36243408918381,
100,-0.004493615,1.86452613770962,
101,-0.0044885,1.52979810535908,
102,-0.004483385,1.19507007300854,
103,-0.00447827,1.36243408918381,
104,-0.004473155,1.36243408918381,
105,-0.00446804,1.69716212153435,
106,-0.004462925,1.52979810535908,
107,-0.00445781,1.52979810535908,
108,-0.004452695,2.03189015388489,
109,-0.00444758,1.52979810535908,
110,-0.004442465,1.52979810535908,
111,-0.00443735,1.52979810535908,
112,-0.004432235,1.86452613770962,
113,-0.00442712,0.525614008307457,
114,-0.004422005,1.69716212153435,
115,-0.00441689,1.69716212153435,
116,-0.004411775,1.69716212153435,
117,-0.00440666,1.69716212153435,
118,-0.004401545,1.52979810535908,
119,-0.00439643,-1.81748221814632,
120,-0.004391315,-1.65011820197105,
121,-0.0043862,-1.98484623432159,
122,-0.004381085,-0.813298121094704,
123,-0.00437597,-1.98484623432159,
124,-0.004370855,-1.65011820197105,
125,-0.00436574,-1.65011820197105,
126,-0.004360625,-1.81748221814632,
127,-0.00435551,-1.98484623432159,
128,-0.004350395,-2.15221025049686,
129,-0.00434528,-1.81748221814632,
130,-0.004340165,-1.65011820197105,
131,-0.00433505,-2.15221025049686,
132,-0.004329935,-1.48275418579578,
133,-0.00432482,-1.81748221814632,
134,-0.004319705,-1.81748221814632,
135,-0.00431459,-1.81748221814632,
136,-0.004309475,-1.65011820197105,
137,-0.00430436,-1.98484623432159,
138,-0.004299245,1.52979810535908,
139,-0.00429413,1.69716212153435,
140,-0.004289015,1.69716212153435,
141,-0.0042839,1.69716212153435,
142,-0.004278785,1.52979810535908,
143,-0.00427367,1.52979810535908,
144,-0.004268555,1.86452613770962,
145,-0.00426344,1.86452613770962,
146,-0.004258325,1.86452613770962,
147,-0.00425321,1.69716212153435,
148,-0.004248095,1.69716212153435,
149,-0.00424298,1.52979810535908,
150,-0.004237865,1.52979810535908,
151,-0.00423275,1.19507007300854,
152,-0.004227635,1.69716212153435,
153,-0.00422252,1.69716212153435,
154,-0.004217405,1.69716212153435,
155,-0.00421229,1.52979810535908,
156,-0.004207175,1.86452613770962,
157,-0.00420206,1.69716212153435,
158,-0.004196945,-1.81748221814632,
159,-0.00419183,-1.98484623432159,
160,-0.004186715,-1.98484623432159,
161,-0.0041816,-1.81748221814632,
162,-0.004176485,-1.48275418579578,
163,-0.00417137,-1.81748221814632,
164,-0.004166255,-1.81748221814632,
165,-0.00416114,-2.15221025049686,
166,-0.004156025,-1.81748221814632,
167,-0.00415091,-1.81748221814632,
168,-0.004145795,-2.4869382828474,
169,-0.00414068,-1.81748221814632,
170,-0.004135565,-1.81748221814632,
171,-0.00413045,-2.15221025049686,
172,-0.004125335,-1.81748221814632,
173,-0.00412022,-1.65011820197105,
174,-0.004115105,-1.48275418579578,
175,-0.00410999,-1.98484623432159,
176,-0.004104875,-1.65011820197105,
177,-0.00409976,-1.81748221814632,
178,-0.004094645,-1.65011820197105,
179,-0.00408953,-1.98484623432159,
180,-0.004084415,-1.98484623432159,
181,-0.0040793,-1.81748221814632,
182,-0.004074185,-1.81748221814632,
183,-0.00406907,-1.98484623432159,
184,-0.004063955,-1.65011820197105,
185,-0.00405884,-1.65011820197105,
186,-0.004053725,-1.81748221814632,
187,-0.00404861,-1.98484623432159,
188,-0.004043495,-1.48275418579578,
189,-0.00403838,-1.81748221814632,
190,-0.004033265,-1.81748221814632,
191,-0.00402815,-1.98484623432159,
192,-0.004023035,-1.81748221814632,
193,-0.00401792,-1.98484623432159,
194,-0.004012805,-1.65011820197105,
195,-0.00400769,-1.65011820197105,
196,-0.004002575,-1.81748221814632,
197,-0.00399746,1.19507007300854,
198,-0.003992345,1.69716212153435,
199,-0.00398723,1.36243408918381,
200,-0.003982115,1.52979810535908,
201,-0.003977,1.52979810535908,
202,-0.003971885,2.03189015388489,
203,-0.00396677,1.86452613770962,
204,-0.003961655,1.69716212153435,
205,-0.00395654,1.69716212153435,
206,-0.003951425,1.69716212153435,
207,-0.00394631,1.69716212153435,
208,-0.003941195,1.36243408918381,
209,-0.00393608,1.69716212153435,
210,-0.003930965,1.86452613770962,
211,-0.00392585,2.03189015388489,
212,-0.003920735,1.52979810535908,
213,-0.00391562,1.69716212153435,
214,-0.003910505,2.03189015388489,
215,-0.00390539,1.36243408918381,
216,-0.003900275,1.69716212153435,
217,-0.00389516,-1.81748221814632,
218,-0.003890045,-1.81748221814632,
219,-0.00388493,-1.81748221814632,
220,-0.003879815,-1.81748221814632,
221,-0.0038747,-1.81748221814632,
222,-0.003869585,-1.81748221814632,
223,-0.00386447,-1.81748221814632,
224,-0.003859355,-1.31539016962051,
225,-0.00385424,-1.81748221814632,
226,-0.003849125,-1.65011820197105,
227,-0.00384401,-1.81748221814632,
228,-0.003838895,-1.48275418579578,
229,-0.00383378,-1.98484623432159,
230,-0.003828665,-1.65011820197105,
231,-0.00382355,-1.81748221814632,
232,-0.003818435,-1.98484623432159,
233,-0.00381332,-1.65011820197105,
234,-0.003808205,-1.65011820197105,
235,-0.00380309,-2.15221025049686,
236,-0.003797975,1.52979810535908,
237,-0.00379286,1.19507007300854,
238,-0.003787745,1.69716212153435,
239,-0.00378263,1.36243408918381,
240,-0.003777515,1.69716212153435,
241,-0.0037724,1.52979810535908,
242,-0.003767285,1.86452613770962,
243,-0.00376217,1.69716212153435,
244,-0.003757055,1.52979810535908,
245,-0.00375194,1.52979810535908,
246,-0.003746825,1.52979810535908,
247,-0.00374171,1.36243408918381,
248,-0.003736595,1.19507007300854,
249,-0.00373148,1.36243408918381,
250,-0.003726365,1.86452613770962,
251,-0.00372125,1.52979810535908,
252,-0.003716135,1.52979810535908,
253,-0.00371102,1.52979810535908,
254,-0.003705905,1.86452613770962,
255,-0.00370079,1.69716212153435,
256,-0.003695675,1.52979810535908,
257,-0.00369056,1.02770605683327,
258,-0.003685445,1.69716212153435,
259,-0.00368033,1.52979810535908,
260,-0.003675215,1.02770605683327,
261,-0.0036701,1.52979810535908,
262,-0.003664985,1.86452613770962,
263,-0.00365987,1.52979810535908,
264,-0.003654755,1.69716212153435,
265,-0.00364964,1.52979810535908,
266,-0.003644525,1.69716212153435,
267,-0.00363941,1.36243408918381,
268,-0.003634295,1.69716212153435,
269,-0.00362918,1.52979810535908,
270,-0.003624065,1.52979810535908,
271,-0.00361895,1.36243408918381,
272,-0.003613835,1.69716212153435,
273,-0.00360872,1.52979810535908,
274,-0.003603605,1.69716212153435,
275,-0.00359849,-1.81748221814632,
276,-0.003593375,-1.65011820197105,
277,-0.00358826,-1.98484623432159,
278,-0.003583145,-1.65011820197105,
279,-0.00357803,-1.65011820197105,
280,-0.003572915,-1.31539016962051,
281,-0.0035678,-1.81748221814632,
282,-0.003562685,-1.48275418579578,
283,-0.00355757,-1.65011820197105,
284,-0.003552455,-1.65011820197105,
285,-0.00354734,-1.48275418579578,
286,-0.003542225,-1.98484623432159,
287,-0.00353711,-1.81748221814632,
288,-0.003531995,-1.81748221814632,
289,-0.00352688,-1.65011820197105,
290,-0.003521765,-1.65011820197105,
291,-0.00351665,-1.48275418579578,
292,-0.003511535,-1.14802615344524,
293,-0.00350642,-1.81748221814632,
294,-0.003501305,-1.48275418579578,
295,-0.00349619,1.86452613770962,
296,-0.003491075,1.69716212153435,
297,-0.00348596,1.36243408918381,
298,-0.003480845,1.69716212153435,
299,-0.00347573,1.36243408918381,
300,-0.003470615,1.69716212153435,
301,-0.0034655,1.52979810535908,
302,-0.003460385,1.52979810535908,
303,-0.00345527,2.36661818623543,
304,-0.003450155,1.69716212153435,
305,-0.00344504,1.86452613770962,
306,-0.003439925,2.03189015388489,
307,-0.00343481,1.52979810535908,
308,-0.003429695,1.69716212153435,
309,-0.00342458,1.36243408918381,
310,-0.003419465,1.52979810535908,
311,-0.00341435,1.36243408918381,
312,-0.003409235,1.36243408918381,
313,-0.00340412,1.52979810535908,
314,-0.003399005,-1.81748221814632,
315,-0.00339389,-1.81748221814632,
316,-0.003388775,-1.65011820197105,
317,-0.00338366,-1.81748221814632,
318,-0.003378545,-1.81748221814632,
319,-0.00337343,-1.81748221814632,
320,-0.003368315,-1.65011820197105,
321,-0.0033632,-1.81748221814632,
322,-0.003358085,-1.65011820197105,
323,-0.00335297,-1.81748221814632,
324,-0.003347855,-1.81748221814632,
325,-0.00334274,-1.98484623432159,
326,-0.003337625,-1.81748221814632,
