Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 19:08:27

Sample Number,Time (s),1 (VOLT),2 (VOLT),
1,-0.00025,-0.0260666608810425,-7.14376540482044,
2,-0.000249744,-0.0260666608810425,-4.96803319454193,
3,-0.000249488,-0.093012273311615,-6.97640138864517,
4,-0.000249232,0.04087895154953,-6.97640138864517,
5,-0.000248976,-0.0260666608810425,-7.31112942099571,
6,-0.00024872,-0.0260666608810425,-6.97640138864517,
7,-0.000248464,-0.093012273311615,-6.97640138864517,
8,-0.000248208,-0.0260666608810425,-6.97640138864517,
9,-0.000247952,-0.0260666608810425,-6.97640138864517,
10,-0.000247696,-0.093012273311615,-7.14376540482044,
11,-0.00024744,-0.0260666608810425,-6.97640138864517,
12,-0.000247184,-0.0260666608810425,-6.97640138864517,
13,-0.000246928,-0.093012273311615,-6.8090373724699,
14,-0.000246672,-0.0260666608810425,-7.14376540482044,
15,-0.000246416,0.04087895154953,-7.14376540482044,
16,-0.00024616,-0.0260666608810425,-6.97640138864517,
17,-0.000245904,-0.0260666608810425,-7.14376540482044,
18,-0.000245648,-0.093012273311615,-6.97640138864517,
19,-0.000245392,-0.0260666608810425,-6.97640138864517,
20,-0.000245136,-0.0260666608810425,-7.14376540482044,
21,-0.00024488,-0.0260666608810425,-6.97640138864517,
22,-0.000244624,-0.0260666608810425,-7.47849343717098,
23,-0.000244368,-0.0260666608810425,-6.97640138864517,
24,-0.000244112,-0.0260666608810425,-6.97640138864517,
25,-0.000243856,-0.0260666608810425,-6.97640138864517,
26,-0.0002436,-0.0260666608810425,-6.64167335629463,
27,-0.000243344,-0.0260666608810425,-6.97640138864517,
28,-0.000243088,-0.0260666608810425,-6.97640138864517,
29,-0.000242832,-0.0260666608810425,-6.97640138864517,
30,-0.000242576,-0.0260666608810425,-6.8090373724699,
31,-0.00024232,-0.0260666608810425,-6.8090373724699,
32,-0.000242064,-0.0260666608810425,-6.97640138864517,
33,-0.000241808,-0.0260666608810425,-6.8090373724699,
34,-0.000241552,-0.0260666608810425,-7.14376540482044,
35,-0.000241296,-0.0260666608810425,-6.97640138864517,
36,-0.00024104,-0.0260666608810425,-6.8090373724699,
37,-0.000240784,-0.0260666608810425,-6.97640138864517,
38,-0.000240528,-0.0260666608810425,-6.97640138864517,
39,-0.000240272,-0.0260666608810425,-7.14376540482044,
40,-0.000240016,-0.0260666608810425,-6.97640138864517,
41,-0.00023976,-0.0260666608810425,-6.97640138864517,
42,-0.000239504,-0.0260666608810425,-6.97640138864517,
43,-0.000239248,-0.0260666608810425,-6.97640138864517,
44,-0.000238992,-0.0260666608810425,-6.8090373724699,
45,-0.000238736,-0.0260666608810425,-6.8090373724699,
46,-0.00023848,-0.0260666608810425,-6.97640138864517,
47,-0.000238224,-0.0260666608810425,-6.97640138864517,
48,-0.000237968,-0.0260666608810425,-7.14376540482044,
49,-0.000237712,-0.0260666608810425,-6.97640138864517,
50,-0.000237456,-0.0260666608810425,-6.97640138864517,
51,-0.0002372,-0.0260666608810425,-7.14376540482044,
52,-0.000236944,-0.0260666608810425,-7.14376540482044,
53,-0.000236688,-0.0260666608810425,-6.8090373724699,
54,-0.000236432,-0.0260666608810425,-6.97640138864517,
55,-0.000236176,-0.0260666608810425,-6.97640138864517,
56,-0.00023592,0.04087895154953,-6.8090373724699,
57,-0.000235664,0.04087895154953,-7.31112942099571,
58,-0.000235408,-0.0260666608810425,-6.97640138864517,
59,-0.000235152,-0.0260666608810425,-6.97640138864517,
60,-0.000234896,-0.0260666608810425,-7.14376540482044,
61,-0.00023464,-0.0260666608810425,-6.8090373724699,
62,-0.000234384,0.04087895154953,-6.8090373724699,
63,-0.000234128,-0.0260666608810425,-6.8090373724699,
64,-0.000233872,-0.0260666608810425,-7.14376540482044,
65,-0.000233616,-0.0260666608810425,-7.47849343717098,
66,-0.00023336,-0.0260666608810425,-7.14376540482044,
67,-0.000233104,-0.0260666608810425,-7.14376540482044,
68,-0.000232848,-0.0260666608810425,-6.8090373724699,
69,-0.000232592,-0.093012273311615,-6.8090373724699,
70,-0.000232336,0.04087895154953,-7.14376540482044,
71,-0.00023208,-0.0260666608810425,-6.97640138864517,
72,-0.000231824,-0.0260666608810425,-6.97640138864517,
73,-0.000231568,-0.0260666608810425,-6.8090373724699,
74,-0.000231312,0.04087895154953,-6.8090373724699,
75,-0.000231056,-0.0260666608810425,-6.97640138864517,
76,-0.0002308,-0.0260666608810425,-7.14376540482044,
77,-0.000230544,-0.0260666608810425,-7.14376540482044,
78,-0.000230288,-0.0260666608810425,-6.97640138864517,
79,-0.000230032,0.04087895154953,-6.97640138864517,
80,-0.000229776,-0.0260666608810425,-6.97640138864517,
81,-0.00022952,-0.0260666608810425,-6.97640138864517,
82,-0.000229264,-0.0260666608810425,-7.14376540482044,
83,-0.000229008,-0.0260666608810425,-6.97640138864517,
84,-0.000228752,-0.0260666608810425,-6.97640138864517,
85,-0.000228496,-0.0260666608810425,-6.97640138864517,
86,-0.00022824,-0.093012273311615,-6.97640138864517,
87,-0.000227984,-0.0260666608810425,-6.8090373724699,
88,-0.000227728,-0.0260666608810425,-6.97640138864517,
89,-0.000227472,-0.093012273311615,-6.8090373724699,
90,-0.000227216,0.04087895154953,-6.97640138864517,
91,-0.00022696,0.04087895154953,-7.14376540482044,
92,-0.000226704,-0.0260666608810425,-6.97640138864517,
93,-0.000226448,-0.0260666608810425,-6.97640138864517,
94,-0.000226192,-0.0260666608810425,-6.8090373724699,
95,-0.000225936,-0.0260666608810425,-6.97640138864517,
96,-0.00022568,-0.0260666608810425,-6.97640138864517,
97,-0.000225424,-0.0260666608810425,-6.8090373724699,
98,-0.000225168,-0.0260666608810425,-6.97640138864517,
99,-0.000224912,-0.0260666608810425,-6.64167335629463,
100,-0.000224656,-0.0260666608810425,-1.45338885486126,
101,-0.0002244,-0.0260666608810425,5.40853580832481,
102,-0.000224144,-0.093012273311615,6.74744793772697,
103,-0.000223888,-0.0260666608810425,6.91481195390224,
104,-0.000223632,-0.0260666608810425,6.5800839215517,
105,-0.000223376,-0.0260666608810425,6.91481195390224,
106,-0.00022312,-0.0260666608810425,6.74744793772697,
107,-0.000222864,0.04087895154953,6.74744793772697,
108,-0.000222608,0.04087895154953,7.41690400242805,
109,-0.000222352,-0.0260666608810425,7.08217597007751,
110,-0.000222096,-0.0260666608810425,6.91481195390224,
111,-0.00022184,-0.0260666608810425,6.91481195390224,
112,-0.000221584,-0.0260666608810425,6.74744793772697,
113,-0.000221328,-0.0260666608810425,7.08217597007751,
114,-0.000221072,-0.0260666608810425,6.91481195390224,
115,-0.000220816,-0.0260666608810425,7.08217597007751,
116,-0.00022056,-0.0260666608810425,6.74744793772697,
117,-0.000220304,-0.093012273311615,6.74744793772697,
118,-0.000220048,-0.0260666608810425,7.08217597007751,
119,-0.000219792,-0.0260666608810425,6.74744793772697,
120,-0.000219536,-0.0260666608810425,6.91481195390224,
121,-0.00021928,-0.0260666608810425,6.91481195390224,
122,-0.000219024,-0.0260666608810425,6.91481195390224,
123,-0.000218768,-0.0260666608810425,6.91481195390224,
124,-0.000218512,-0.0260666608810425,6.91481195390224,
125,-0.000218256,-0.0260666608810425,6.91481195390224,
126,-0.000218,-0.0260666608810425,6.91481195390224,
127,-0.000217744,-0.0260666608810425,6.91481195390224,
128,-0.000217488,-0.0260666608810425,6.91481195390224,
129,-0.000217232,-0.0260666608810425,6.91481195390224,
130,-0.000216976,-0.0260666608810425,6.91481195390224,
131,-0.00021672,-0.0260666608810425,6.91481195390224,
132,-0.000216464,-0.0260666608810425,6.91481195390224,
133,-0.000216208,-0.0260666608810425,6.91481195390224,
134,-0.000215952,-0.0260666608810425,7.08217597007751,
135,-0.000215696,-0.0260666608810425,6.91481195390224,
136,-0.00021544,-0.0260666608810425,7.08217597007751,
137,-0.000215184,-0.0260666608810425,6.91481195390224,
138,-0.000214928,-0.0260666608810425,6.91481195390224,
139,-0.000214672,-0.0260666608810425,6.74744793772697,
140,-0.000214416,-0.0260666608810425,6.91481195390224,
141,-0.00021416,-0.093012273311615,6.91481195390224,
142,-0.000213904,-0.0260666608810425,6.5800839215517,
143,-0.000213648,-0.0260666608810425,7.08217597007751,
144,-0.000213392,-0.0260666608810425,6.74744793772697,
145,-0.000213136,-0.0260666608810425,6.91481195390224,
146,-0.00021288,-0.0260666608810425,6.91481195390224,
