Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 18:42:05

Sample Number,Time (s),2 (VOLT),
1,-0.005,0.521355634555221,
2,-0.004994885,0.287046017125249,
3,-0.00498977,0.353991622105241,
4,-0.004984655,0.437673628330231,
5,-0.00497954,0.203364010900259,
6,-0.004974425,0.119682004675269,
7,-0.00496931,-0.332200828939676,
8,-0.004964195,-0.248518822714686,
9,-0.00495908,-0.54977404512465,
10,-0.004953965,-0.131364013999701,
11,-0.00494885,-0.348937230184674,
12,-0.004943735,-0.0476820077747107,
13,-0.00493862,-0.38241003267467,
14,-0.004933505,-0.231782421469688,
15,-0.00492839,0.236836813390255,
16,-0.004923275,-0.365673631429672,
17,-0.00491816,-0.315464427694678,
18,-0.004913045,-0.0644184090197086,
19,-0.00490793,-0.248518822714686,
20,-0.004902815,-0.198309618979692,
21,-0.0048977,-0.566510446369648,
22,-0.004892585,-0.54977404512465,
23,-0.00488747,-0.198309618979692,
24,-0.004882355,-0.784083662554622,
25,-0.00487724,-0.449355637654662,
26,-0.004872125,-0.399146433919668,
27,-0.00486701,0.437673628330231,
28,-0.004861895,0.471146430820227,
29,-0.00485678,0.303782418370247,
30,-0.004851665,0.303782418370247,
31,-0.00484655,0.236836813390255,
32,-0.004841435,0.287046017125249,
33,-0.00483632,0.203364010900259,
34,-0.004831205,0.270309615880251,
35,-0.00482609,0.303782418370247,
36,-0.004820975,0.203364010900259,
37,-0.00481586,0.320518819615245,
38,-0.004810745,0.353991622105241,
39,-0.00480563,0.287046017125249,
40,-0.004800515,0.320518819615245,
41,-0.0047954,0.621774042025208,
42,-0.004790285,0.303782418370247,
43,-0.00478517,0.203364010900259,
44,-0.004780055,0.437673628330231,
45,-0.00477494,0.337255220860243,
46,-0.004769825,0.153154807165265,
47,-0.00476471,0.153154807165265,
48,-0.004759595,0.404200825840235,
49,-0.00475448,0.270309615880251,
50,-0.004749365,-0.0644184090197086,
51,-0.00474425,0.504619233310223,
52,-0.004739135,0.220100412145257,
53,-0.00473402,0.0359999984502792,
54,-0.004728905,0.487882832065225,
55,-0.00472379,0.253573214635253,
56,-0.004718675,0.487882832065225,
57,-0.00471356,0.420937227085233,
58,-0.004708445,0.203364010900259,
59,-0.00470333,0.454410029575229,
60,-0.004698215,0.287046017125249,
61,-0.0046931,0.471146430820227,
62,-0.004687985,0.437673628330231,
63,-0.00468287,0.287046017125249,
64,-0.004677755,0.119682004675269,
65,-0.00467264,0.253573214635253,
66,-0.004667525,-0.248518822714686,
67,-0.00466241,0.186627609655261,
68,-0.004657295,-0.29872802644968,
69,-0.00465218,-0.0978912115097046,
70,-0.004647065,-0.131364013999701,
71,-0.00464195,-0.315464427694678,
72,-0.004636835,-0.265255223959684,
73,-0.00463172,-0.666928853839636,
74,-0.004626605,-0.499564841389656,
75,-0.00462149,-0.365673631429672,
76,-0.004616375,-0.46609203889966,
77,-0.00461126,-0.533037643879652,
78,-0.004606145,-0.332200828939676,
79,-0.00460103,0.169891208410263,
80,-0.004595915,-0.38241003267467,
81,-0.0045908,-0.332200828939676,
82,-0.004585685,0.571564838290215,
83,-0.00458057,-0.432619236409664,
84,-0.004575455,-0.38241003267467,
85,-0.00457034,0.270309615880251,
86,-0.004565225,0.270309615880251,
87,-0.00456011,0.303782418370247,
88,-0.004554995,0.169891208410263,
89,-0.00454988,0.303782418370247,
90,-0.004544765,0.236836813390255,
91,-0.00453965,0.0192635972052813,
92,-0.004534535,0.320518819615245,
93,-0.00452942,0.270309615880251,
94,-0.004524305,0.136418405920267,
95,-0.00451919,0.420937227085233,
96,-0.004514075,0.320518819615245,
