"timestamp","stage","route","attempt","session_id","stream_file","status"
"2026-07-24T23:25:49.5065496-07:00","00_inventory","claude_code_powershell","1","0f89c13c-b6e4-4393-8a27-ba0be6640cd9","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\00_inventory\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-24T23:47:04.6229387-07:00","10a_literature_gan","claude_code_powershell","1","7f84d913-902e-4ce0-b5bf-7fe58a4d5249","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\10a_literature_gan\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T00:15:53.9718637-07:00","10b_literature_fusion","claude_code_powershell","1","e82dd53a-929b-4f84-9875-38be816bf580","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\10b_literature_fusion\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T00:45:38.7793250-07:00","10c_literature_methods","claude_code_powershell","1","8a61fcb5-1295-4361-851a-a73099b02968","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\10c_literature_methods\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T01:03:59.2251466-07:00","10d_literature_merge","claude_code_powershell","1","dd72afc0-65e5-48d2-aa54-baceaa3d8a13","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\10d_literature_merge\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T01:15:23.3961818-07:00","20_direction","claude_code_powershell","1","c2ec39df-6fd3-4476-be64-f0d680765702","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\20_direction\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T01:34:18.5609345-07:00","30_manuscript","claude_code_powershell","1","889c02e6-ed56-43a3-85a2-f61b7ce65e88","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\30_manuscript\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T01:55:18.3550278-07:00","40_experiment","claude_code_powershell","1","f2b49370-0ee2-4fda-b3aa-dcad1e3fe27c","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\40_experiment\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T02:12:08.0347953-07:00","50_patent","claude_code_powershell","1","25d9ca42-2714-48b2-bfa2-86fda2cc9756","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\50_patent\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T02:29:01.6666324-07:00","60_timeline","claude_code_powershell","1","e289323f-da56-45ed-b54b-17e2b55db454","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\60_timeline\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T02:56:38.5026201-07:00","70_redteam","claude_code_powershell","1","779a7cec-ad19-4a78-a1af-e55b964deec5","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\70_redteam\cycle_0_attempt_1_new\stream.jsonl","ok"
"2026-07-25T03:09:46.3780796-07:00","80_synthesis","claude_code_powershell","1","4607ee04-07c9-41fe-8969-12b552782585","D:\timzhao\Downloads\PHD_FABLE5_FINAL_RESTART_PS51_FIXED_2026-07-24\01_PhD_Research\06_PhD_Strategy_and_HSX_Publication_2026-07\logs\run_2026-07-24_231243_734\80_synthesis\cycle_0_attempt_1_new\stream.jsonl","ok"
