time [s] 	 stored energy [J]
0.78500 1.65378
0.78501 1.64721
0.78502 1.64072
0.78503 1.63430
0.78504 1.62796
0.78504 1.62169
0.78505 1.61548
0.78506 1.60935
0.78507 1.60328
0.78508 1.59727
0.78508 1.59132
0.78509 1.58542
0.78510 1.57956
0.78511 1.57375
0.78512 1.56799
0.78512 1.56226
0.78513 1.55657
0.78514 1.55091
0.78515 1.54529
0.78516 1.53968
0.78516 1.53409
0.78517 1.52852
0.78518 1.52296
0.78519 1.51741
0.78520 1.51187
0.78520 1.50633
0.78521 1.50080
0.78522 1.49527
0.78523 1.48974
0.78524 1.48421
0.78524 1.47867
0.78525 1.47313
0.78526 1.46759
0.78527 1.46205
0.78528 1.45649
0.78528 1.45093
0.78529 1.44535
0.78530 1.43976
0.78531 1.43414
0.78532 1.42850
0.78532 1.42285
0.78533 1.41716
0.78534 1.41146
0.78535 1.40572
0.78536 1.39995
0.78536 1.39415
0.78537 1.38831
0.78538 1.38243
0.78539 1.37651
0.78540 1.37053
0.78540 1.36451
0.78541 1.35843
0.78542 1.35230
0.78543 1.34611
0.78544 1.33986
0.78544 1.33354
0.78545 1.32716
0.78546 1.32070
0.78547 1.31417
0.78548 1.30757
0.78548 1.30089
0.78549 1.29413
0.78550 1.28728
0.78551 1.28034
0.78552 1.27330
0.78552 1.26617
0.78553 1.25894
0.78554 1.25162
0.78555 1.24419
0.78556 1.23667
0.78556 1.22903
0.78557 1.22130
0.78558 1.21346
0.78559 1.20552
0.78560 1.19748
0.78560 1.18933
0.78561 1.18108
0.78562 1.17272
0.78563 1.16425
0.78564 1.15566
0.78564 1.14696
0.78565 1.13814
0.78566 1.12921
0.78567 1.12016
0.78568 1.11100
0.78568 1.10172
0.78569 1.09233
0.78570 1.08282
0.78571 1.07320
0.78572 1.06347
0.78572 1.05361
0.78573 1.04364
0.78574 1.03355
0.78575 1.02334
0.78576 1.01301
0.78576 1.00256
0.78577 0.99198
0.78578 0.98127
0.78579 0.97044
0.78580 0.95949
0.78580 0.94842
0.78581 0.93722
0.78582 0.92590
0.78583 0.91446
0.78584 0.90290
0.78584 0.89122
0.78585 0.87941
0.78586 0.86748
0.78587 0.85543
0.78588 0.84326
0.78588 0.83095
0.78589 0.81853
0.78590 0.80598
0.78591 0.79331
0.78592 0.78051
0.78592 0.76758
0.78593 0.75453
0.78594 0.74135
0.78595 0.72804
0.78596 0.71460
0.78596 0.70103
0.78597 0.68733
0.78598 0.67351
0.78599 0.65955
0.78600 0.64546
0.78600 0.63125
0.78601 0.61691
0.78602 0.60246
0.78603 0.58788
0.78604 0.57317
0.78604 0.55835
0.78605 0.54341
0.78606 0.52835
0.78607 0.51318
0.78608 0.49789
0.78608 0.48249
0.78609 0.46698
0.78610 0.45135
0.78611 0.43563
0.78612 0.41980
0.78612 0.40389
0.78613 0.38790
0.78614 0.37182
0.78615 0.35567
0.78616 0.33944
0.78616 0.32315
0.78617 0.30680
0.78618 0.29038
0.78619 0.27390
0.78620 0.25736
0.78620 0.24076
0.78621 0.22410
0.78622 0.20739
0.78623 0.19062
0.78624 0.17381
0.78624 0.15696
0.78625 0.14007
0.78626 0.12313
0.78627 0.10616
0.78628 0.08915
0.78628 0.07212
0.78629 0.05505
0.78630 0.03796
0.78631 0.02085
0.78632 0.00373
