x-axis,1
second,Volt
+828.72000E-03,+116.01562E-03
+828.78000E-03,+116.40624E-03
+828.84000E-03,+116.01562E-03
+828.90000E-03,+116.40624E-03
+828.96000E-03,+115.62499E-03
+829.02000E-03,+117.18749E-03
+829.08000E-03,+115.62499E-03
+829.14000E-03,+113.67187E-03
+829.20000E-03,+113.28124E-03
+829.26000E-03,+112.89062E-03
+829.32000E-03,+112.49999E-03
+829.38000E-03,+111.32812E-03
+829.44000E-03,+109.76562E-03
+829.50000E-03,+111.32812E-03
+829.56000E-03,+108.98437E-03
+829.62000E-03,+110.15624E-03
+829.68000E-03,+109.76562E-03
+829.74000E-03,+108.20312E-03
+829.80000E-03,+108.20312E-03
+829.86000E-03,+105.85937E-03
+829.92000E-03,+106.24999E-03
+829.98000E-03,+105.85937E-03
+830.04000E-03,+105.46874E-03
+830.10000E-03,+105.46874E-03
+830.16000E-03,+106.24999E-03
+830.22000E-03,+106.24999E-03
+830.28000E-03,+106.64062E-03
+830.34000E-03,+105.46874E-03
+830.40000E-03,+106.24999E-03
+830.46000E-03,+105.85937E-03
+830.52000E-03,+103.51562E-03
+830.58000E-03,+104.29687E-03
+830.64000E-03,+105.46874E-03
+830.70000E-03,+107.03124E-03
+830.76000E-03,+106.64062E-03
+830.82000E-03,+106.24999E-03
+830.88000E-03,+107.03124E-03
+830.94000E-03,+107.81249E-03
+831.00000E-03,+107.81249E-03
+831.06000E-03,+107.42187E-03
+831.12000E-03,+106.64062E-03
+831.18000E-03,+107.81249E-03
+831.24000E-03,+106.64062E-03
+831.30000E-03,+108.59374E-03
+831.36000E-03,+107.42187E-03
+831.42000E-03,+107.42187E-03
+831.48000E-03,+107.42187E-03
+831.54000E-03,+107.42187E-03
+831.60000E-03,+108.20312E-03
+831.66000E-03,+108.59374E-03
+831.72000E-03,+107.81249E-03
+831.78000E-03,+107.81249E-03
+831.84000E-03,+108.20312E-03
+831.90000E-03,+108.59374E-03
+831.96000E-03,+110.54687E-03
+832.02000E-03,+110.54687E-03
+832.08000E-03,+112.10937E-03
+832.14000E-03,+111.32812E-03
+832.20000E-03,+113.28124E-03
+832.26000E-03,+113.67187E-03
+832.32000E-03,+114.06249E-03
+832.38000E-03,+116.40624E-03
+832.44000E-03,+116.01562E-03
+832.50000E-03,+116.40624E-03
+832.56000E-03,+117.57812E-03
+832.62000E-03,+118.35937E-03
+832.68000E-03,+119.14062E-03
+832.74000E-03,+118.74999E-03
+832.80000E-03,+118.35937E-03
+832.86000E-03,+119.53124E-03
+832.92000E-03,+118.74999E-03
+832.98000E-03,+118.74999E-03
+833.04000E-03,+118.35937E-03
+833.10000E-03,+117.18749E-03
+833.16000E-03,+116.79687E-03
+833.22000E-03,+115.62499E-03
+833.28000E-03,+115.62499E-03
+833.34000E-03,+116.01562E-03
+833.40000E-03,+114.45312E-03
+833.46000E-03,+114.84374E-03
+833.52000E-03,+114.06249E-03
+833.58000E-03,+114.84374E-03
+833.64000E-03,+114.45312E-03
+833.70000E-03,+114.84374E-03
+833.76000E-03,+114.84374E-03
+833.82000E-03,+114.45312E-03
+833.88000E-03,+114.84374E-03
+833.94000E-03,+115.23437E-03
+834.00000E-03,+114.45312E-03
+834.06000E-03,+115.23437E-03
+834.12000E-03,+114.45312E-03
+834.18000E-03,+113.67187E-03
+834.24000E-03,+114.84374E-03
+834.30000E-03,+114.45312E-03
+834.36000E-03,+114.45312E-03
+834.42000E-03,+112.89062E-03
+834.48000E-03,+112.49999E-03
+834.54000E-03,+113.28124E-03
+834.60000E-03,+112.10937E-03
+834.66000E-03,+111.32812E-03
+834.72000E-03,+109.37499E-03
+834.78000E-03,+108.98437E-03
+834.84000E-03,+108.59374E-03
+834.90000E-03,+107.42187E-03
+834.96000E-03,+107.81249E-03
+835.02000E-03,+107.42187E-03
+835.08000E-03,+106.64062E-03
+835.14000E-03,+106.24999E-03
+835.20000E-03,+105.46874E-03
+835.26000E-03,+106.24999E-03
+835.32000E-03,+105.46874E-03
+835.38000E-03,+105.07812E-03
+835.44000E-03,+104.68749E-03
+835.50000E-03,+102.73437E-03
+835.56000E-03,+103.12499E-03
+835.62000E-03,+102.34374E-03
+835.68000E-03,+103.51562E-03
+835.74000E-03,+104.68749E-03
+835.80000E-03,+103.12499E-03
+835.86000E-03,+103.12499E-03
+835.92000E-03,+103.90624E-03
+835.98000E-03,+104.29687E-03
+836.04000E-03,+104.68749E-03
+836.10000E-03,+104.68749E-03
+836.16000E-03,+104.68749E-03
+836.22000E-03,+105.46874E-03
+836.28000E-03,+105.46874E-03
+836.34000E-03,+105.85937E-03
+836.40000E-03,+105.07812E-03
+836.46000E-03,+105.85937E-03
+836.52000E-03,+105.85937E-03
+836.58000E-03,+105.46874E-03
+836.64000E-03,+107.03124E-03
+836.70000E-03,+106.64062E-03
+836.76000E-03,+106.64062E-03
+836.82000E-03,+106.64062E-03
+836.88000E-03,+106.64062E-03
+836.94000E-03,+107.81249E-03
+837.00000E-03,+107.81249E-03
+837.06000E-03,+107.81249E-03
+837.12000E-03,+108.20312E-03
+837.18000E-03,+107.03124E-03
+837.24000E-03,+108.20312E-03
+837.30000E-03,+109.76562E-03
+837.36000E-03,+109.37499E-03
+837.42000E-03,+109.76562E-03
+837.48000E-03,+110.54687E-03
+837.54000E-03,+111.71874E-03
+837.60000E-03,+112.49999E-03
+837.66000E-03,+114.06249E-03
+837.72000E-03,+114.45312E-03
+837.78000E-03,+112.89062E-03
+837.84000E-03,+114.45312E-03
+837.90000E-03,+114.45312E-03
+837.96000E-03,+114.45312E-03
+838.02000E-03,+116.01562E-03
+838.08000E-03,+115.23437E-03
+838.14000E-03,+114.45312E-03
+838.20000E-03,+114.45312E-03
+838.26000E-03,+112.49999E-03
+838.32000E-03,+112.49999E-03
+838.38000E-03,+110.93749E-03
+838.44000E-03,+110.54687E-03
+838.50000E-03,+107.42187E-03
+838.56000E-03,+106.24999E-03
+838.62000E-03,+103.51562E-03
+838.68000E-03,+73.82812E-03
+838.74000E-03,+66.40624E-03
+838.80000E-03,+62.89062E-03
+838.86000E-03,+90.23437E-03
+838.92000E-03,+108.98437E-03
+838.98000E-03,+74.99999E-03
+839.04000E-03,+71.48437E-03
+839.10000E-03,+103.12499E-03
+839.16000E-03,+96.48437E-03
+839.22000E-03,+109.76562E-03
+839.28000E-03,+93.35937E-03
+839.34000E-03,+64.06249E-03
+839.40000E-03,+94.92187E-03
+839.46000E-03,+100.78124E-03
