snapshot_path,canonical_path,bytes,sha256_lf,match
.claude/agents/deep-dive-analyst.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/deep-dive-analyst.md,1563,4e84a91b92d5cc45cb2aa174df99e4b453fc9967f11d08826b73ebf9c9990742,exact
.claude/agents/demand-competitor-analyst.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/demand-competitor-analyst.md,1605,518d8b2daafe9c23a1a2db56b9ec674ea47327b8e5c2560706895363f82ce811,exact
.claude/agents/geography-analyst.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/geography-analyst.md,1076,9b05bb0e944c1908044c9365e42db1bc431bc4516ebb4d097313fb67a187bfbf,exact
.claude/agents/idea-architect.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/idea-architect.md,2423,b51650ae232acb9a9c945a05b6ed5dde9914e45b3563947b6bf65d4f24b2246d,exact
.claude/agents/idea-elegance-judge.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/idea-elegance-judge.md,1509,b2574f6289d049c77982a5cf15d2f2f51a60458121c2d308ca54ff8d28e7db7d,exact
.claude/agents/india-origin-auditor.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/india-origin-auditor.md,1531,6660cb37b43a4c4214cca8dcdcbabbb5a58139c336583aeb7e6a0409c323a1fc,exact
.claude/agents/lane-scout.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/lane-scout.md,1460,42e41ec18966c2b3cc12c6a500551fffba226c2f56517b90802168a290a25fc2,exact
.claude/agents/red-team-critic.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/red-team-critic.md,933,c2133340ecc77c68e82668ff8557f2559efd5b395fc35447bb77e3ea8dc18aa2,exact
.claude/agents/source-auditor.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/source-auditor.md,1174,753e9684531c0e3b8f536be911cd5fca0a063c1dab6a12b30bb0969b3c9e266c,exact
.claude/agents/source-verifier.md,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/agents/source-verifier.md,1245,5a6ffd13a2db4e91cb70d8f46091635a04457feb38027615a625d31d00ef3837,exact
.claude/settings.json,02_Startup/06_Frontier_Idea_Research_2026-07/.claude/settings.json,621,0336bab1eaf700578f1037110db657f1c13e53ed1838821250193cb08ee0e282,exact
00_README_START_HERE.md,02_Startup/06_Frontier_Idea_Research_2026-07/00_README_START_HERE.md,5049,b476788c6555679be6b33a8f88d13b83ac39a8747e7590776ea672c8927af05b,exact
01_MISSION/CLAUDE_CODE_REFERENCE.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/CLAUDE_CODE_REFERENCE.md,1727,243622f30decbeb9c42d6ec721cb1b5036b5ffb687e8edef0ce6aad7a3cdc283,exact
01_MISSION/DELIVERABLES_SPEC.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/DELIVERABLES_SPEC.md,2599,0acef0a682c4718cc679702e9d92da5e244aed75b07aa0b183e1227b0a729d57,exact
01_MISSION/FOUNDER_PROFILE_SHALLOW.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/FOUNDER_PROFILE_SHALLOW.md,1213,26cabdd0e575e221fed263e7259d5dfa8a35eef77e9201e040fbe01ea059d40e,exact
01_MISSION/IDEA_RECORD_TEMPLATE.json,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/IDEA_RECORD_TEMPLATE.json,1104,6c8013a2ae40e55cf54516a3a83fd456d9d68deeceecee06c8ed45796fc5aeb5,exact
01_MISSION/LANE_MAP.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/LANE_MAP.md,1921,cef8bdc67647727751888801acd08861289cd476cd4e972fc051c2ca4550e0b5,exact
01_MISSION/MISSION_BRIEF.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/MISSION_BRIEF.md,8955,abd4d947fe74de02cdba9b90679f650c2abf44caee5d9121d2174114428f3344,exact
01_MISSION/MODEL_EFFORT_POLICY.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/MODEL_EFFORT_POLICY.md,2652,8561ff76c4410deb620576c44f84e7bd86403f81b4d12474ddbf1497ffe103ee,exact
01_MISSION/SCORING_RUBRIC.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/SCORING_RUBRIC.md,3313,4c05f34a5edf06d661ec4f862ce73df9029914d9aab7d3154406555845b6b3d0,exact
01_MISSION/SOURCE_RECORD_TEMPLATE.json,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/SOURCE_RECORD_TEMPLATE.json,963,f12e80804bf0187749fc711c077efab2f636ecd218f57440119e9a9c503e790f,exact
01_MISSION/SOURCE_STANDARDS.md,02_Startup/06_Frontier_Idea_Research_2026-07/01_MISSION/SOURCE_STANDARDS.md,6494,964a4b424c0807808a2c083d653089ef744d1142d2b623e3aaa9e76ccd3192cd,exact
