"timestamp","stage","route","attempt","requested_model","requested_effort","reported_models","status","session_id","seconds","validation","notes"
"2026-07-24T23:12:38.6203153-07:00","claude_sonnet_connection_test","claude_code_powershell","1","sonnet","low","claude-sonnet-5","connected","","5.1","CLAUDE_SONNET_OK","init_model=claude-sonnet-5;timed_out=False;policy_scope=fable_final_result_only"
"2026-07-24T23:12:43.2897440-07:00","claude_fable_connection_test","claude_code_powershell","1","fable","low","claude-fable-5","connected","","4.6","CLAUDE_FABLE_OK","init_model=claude-fable-5;timed_out=False;policy_scope=fable_final_result_only"
"2026-07-24T23:25:49.5204245-07:00","00_inventory","claude_code_powershell","1","sonnet","high","claude-sonnet-5","ok","0f89c13c-b6e4-4393-8a27-ba0be6640cd9","782.9","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-sonnet-5;transient_primary_models=;auxiliary_models=;result_model=claude-sonnet-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-24T23:47:04.6259408-07:00","10a_literature_gan","claude_code_powershell","1","sonnet","xhigh","claude-sonnet-5;claude-haiku-4-5-20251001","ok","7f84d913-902e-4ce0-b5bf-7fe58a4d5249","1274.2","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-sonnet-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-sonnet-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T00:15:53.9728611-07:00","10b_literature_fusion","claude_code_powershell","1","sonnet","xhigh","claude-sonnet-5;claude-haiku-4-5-20251001","ok","e82dd53a-929b-4f84-9875-38be816bf580","1728.3","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-sonnet-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-sonnet-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T00:45:38.7813314-07:00","10c_literature_methods","claude_code_powershell","1","sonnet","xhigh","claude-sonnet-5;claude-haiku-4-5-20251001","ok","8a61fcb5-1295-4361-851a-a73099b02968","1783.7","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-sonnet-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-sonnet-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T01:03:59.2271476-07:00","10d_literature_merge","claude_code_powershell","1","fable","xhigh","claude-fable-5","ok","dd72afc0-65e5-48d2-aa54-baceaa3d8a13","1100.1","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T01:15:23.3961818-07:00","20_direction","claude_code_powershell","1","fable","xhigh","claude-fable-5","ok","c2ec39df-6fd3-4476-be64-f0d680765702","683.9","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T01:34:18.5662330-07:00","30_manuscript","claude_code_powershell","1","fable","xhigh","claude-fable-5;claude-haiku-4-5-20251001","ok","889c02e6-ed56-43a3-85a2-f61b7ce65e88","1134.8","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=True"
"2026-07-25T01:55:18.3575477-07:00","40_experiment","claude_code_powershell","1","fable","xhigh","claude-fable-5","ok","f2b49370-0ee2-4fda-b3aa-dcad1e3fe27c","1259.4","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T02:12:08.0368071-07:00","50_patent","claude_code_powershell","1","fable","xhigh","claude-fable-5;claude-haiku-4-5-20251001","ok","25d9ca42-2714-48b2-bfa2-86fda2cc9756","1009.4","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T02:29:01.6686431-07:00","60_timeline","claude_code_powershell","1","sonnet","high","claude-sonnet-5;claude-haiku-4-5-20251001","ok","e289323f-da56-45ed-b54b-17e2b55db454","1013.3","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-sonnet-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-sonnet-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
"2026-07-25T02:56:38.5048772-07:00","70_redteam","claude_code_powershell","1","fable","xhigh","claude-fable-5;claude-haiku-4-5-20251001","ok","779a7cec-ad19-4a78-a1af-e55b964deec5","1656.3","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=claude-haiku-4-5-20251001;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=True"
"2026-07-25T03:09:46.3780796-07:00","80_synthesis","claude_code_powershell","1","fable","xhigh","claude-fable-5","ok","4607ee04-07c9-41fe-8969-12b552782585","787.6","not_yet_run",";retry_cycle=0;cycle_attempt=1;primary_models=claude-fable-5;transient_primary_models=;auxiliary_models=;result_model=claude-fable-5;policy_scope=fable_final_result_only;security_fallback_flag=False"
